word,noun,pronoun,verb,adjective,adverb,preposition,conjunction,interjection
bobs,True,False,True,False,False,False,False,False
dieter,True,False,True,True,False,False,False,False
care,True,False,True,False,False,False,False,False
anything,False,True,False,False,True,False,False,False
nihilist,True,False,False,True,False,False,False,False
practicing,False,False,False,True,False,False,False,False
smiles,True,False,True,True,True,False,False,False
blowing,True,False,True,False,False,False,False,False
nervously,True,False,False,True,True,False,False,False
elbow,True,False,True,False,False,False,False,False
guest,True,False,True,False,False,False,False,False
getting,False,False,True,False,False,False,False,False
along,False,False,False,False,True,True,False,False
grudgingly,False,False,False,True,True,False,False,False
allows,True,False,True,True,False,False,False,False
led,True,False,False,False,False,False,False,False
suck,True,False,True,False,False,False,False,False
cock,True,False,True,False,False,False,False,False
thousand,True,False,False,True,False,False,False,False
dollars,True,False,False,False,False,False,False,False
gale,True,False,False,False,False,False,False,False
forced,False,False,False,True,True,False,False,False
laughter,True,False,False,False,False,False,False,False
hahahaha,False,False,False,False,False,False,False,False
freespirited,True,False,False,True,False,False,False,False
we're,False,False,False,False,False,False,False,False
fond,True,False,True,True,True,False,False,False
watch,True,False,True,False,False,False,False,False
pay,True,False,True,True,False,False,False,False
hundred,True,False,False,True,False,False,False,False
hahahahaha,False,False,False,False,False,False,False,False
marvelous,True,False,False,True,True,False,False,False
continues,True,False,True,False,False,False,False,False
lead,True,False,True,True,False,False,False,False
cash,True,False,True,True,False,False,False,False
machine,True,False,True,True,False,False,False,False
grasshopper,True,False,False,False,False,False,False,False
dudethey're,False,False,False,False,False,False,False,False
team,True,False,True,True,False,False,False,False
shirtsthe,False,False,False,False,False,False,False,False
cavaliersthat,False,False,False,False,False,False,False,False
shares,True,False,True,False,False,False,False,False
lane,True,False,False,False,False,False,False,False
maples,True,False,False,False,False,False,False,False
carl,True,False,False,False,False,False,False,False
arriving,True,False,True,False,False,False,False,False
carrier,True,False,False,False,False,False,False,False
dream,True,False,True,True,True,False,False,False
twenty,True,False,False,True,False,False,False,False
minutes,True,False,True,True,True,False,False,False
herzel,False,False,False,False,False,False,False,False
state,True,False,True,True,False,False,False,False
israel,True,False,False,True,False,False,False,False
fuck're,False,False,False,False,False,False,False,False
ohcynthia's,False,False,False,False,False,False,False,False
pomeranian,True,False,False,True,False,False,False,False
home,True,False,True,True,True,False,False,False
alone,True,False,False,True,True,False,False,False
eats,True,False,True,False,False,False,False,False
furniture,True,False,False,False,False,False,False,False
saying,True,False,False,False,False,False,False,False
cynthia's,False,False,False,False,False,False,False,False
while,True,False,True,False,False,True,True,False
cynthia,True,False,False,False,False,False,False,False
ackerman,False,False,False,False,False,False,False,False
hawaii,False,False,False,False,False,False,False,False
rent,True,False,True,True,False,False,False,False
shoes,True,False,True,True,False,False,False,False
buying,True,False,True,False,False,False,False,False
beer,True,False,False,False,False,False,False,False
lets,True,False,True,False,False,False,False,False
yapping,True,False,True,True,False,False,False,False
dog,True,False,True,True,True,False,False,False
scoots,True,False,True,False,False,False,False,False
sniffing,True,False,True,False,False,False,False,False
wagging,True,False,True,False,False,False,False,False
tail,True,False,True,True,False,False,False,False
exwife,True,False,False,False,False,False,False,False
asked,True,False,True,False,False,False,False,False
boyfriend,True,False,False,False,False,False,False,False
honolulu,True,False,False,False,False,False,False,False
i'd,False,False,False,False,False,False,False,False
herself,False,True,False,False,False,False,False,False
board,True,False,True,True,False,False,False,False
ex,False,False,False,False,False,True,False,False
secondly,False,False,False,False,True,False,False,False
show,True,False,True,True,False,False,False,False
papers,True,False,True,True,False,False,False,False
gets,False,False,True,False,False,False,False,False
upset,True,False,True,True,False,False,False,False
falls,True,False,True,True,False,False,False,False
dudeover,False,False,False,False,False,False,False,False
roll,True,False,True,False,False,False,False,False
sorry,True,False,False,True,True,False,False,False
foul,True,False,True,True,True,False,False,False
bullshit,True,False,True,False,False,False,False,False
eight,True,False,False,True,False,False,False,False
excuse,True,False,True,True,True,False,False,False
zero,True,False,True,True,False,False,False,False
nam,False,False,False,False,False,False,False,False
rules,True,False,True,False,False,False,False,False
justit's,False,False,False,False,False,False,False,False
toe,True,False,True,True,False,False,False,False
slipped,True,False,True,False,False,False,False,False
game,True,False,True,True,True,False,False,False
league,True,False,True,False,False,False,False,False
determines,False,False,True,False,False,False,False,False
roundrobin,True,False,False,False,False,False,False,False
gimme,True,False,False,False,False,False,False,False
marker,True,False,False,False,False,False,False,False
marking,True,False,False,False,False,False,False,False
gun,True,False,True,True,False,False,False,False
friend,True,False,True,True,False,False,False,False
world,True,False,False,True,False,False,False,False
pain,True,False,True,True,True,False,False,False
manager,True,False,False,False,False,False,False,False
bowlingshirt,False,False,False,False,False,False,False,False
style,True,False,True,True,False,False,False,False
uniform,True,False,True,True,True,False,False,False
running,True,False,False,True,True,False,False,False
partner,True,False,True,True,False,False,False,False
primes,True,False,True,True,True,False,False,False
gone,False,False,False,True,False,False,False,False
crazy,True,False,False,True,True,False,False,False
gives,True,False,True,False,False,False,False,False
shit,True,False,True,False,False,False,False,False
excitedly,False,False,True,False,False,False,False,False
walter's,True,False,False,False,False,False,False,False
bodytwisting,False,False,False,False,False,False,False,False
tailwagging,True,False,False,False,False,False,False,False
leaps,True,False,True,False,False,False,False,False
calling,True,False,False,False,False,False,False,False
cops,True,False,True,False,False,False,False,False
put,True,False,True,True,False,False,False,False
frantically,False,False,False,False,True,False,False,False
score,True,False,True,True,False,False,False,False
projected,True,False,True,True,False,False,False,False
above,True,False,False,True,True,True,False,False
happy,True,False,False,True,True,False,False,False
parking,True,False,True,True,False,False,False,False
trots,True,False,True,False,False,False,False,False
happily,False,False,False,False,True,False,False,False
totes,False,False,False,False,True,False,False,False
guys're,False,False,False,False,False,False,False,False
pacificists,True,False,False,False,False,False,False,False
conscientious,False,False,False,True,True,False,False,False
objector,True,False,True,True,False,False,False,False
myself,False,True,False,False,False,False,False,False
dabbled,True,False,True,False,False,False,False,False
pacifism,True,False,False,False,False,False,False,False
emotional,False,False,False,True,True,False,False,False
meanbeyond,False,False,False,False,False,False,False,False
fragile,True,False,False,True,False,False,False,False
bridge,True,False,True,True,False,False,False,False
enter,False,False,True,True,False,False,False,False
squad,True,False,True,False,False,False,False,False
squealing,True,False,True,False,False,False,False,False
quintana,False,False,False,False,False,False,False,False
o'brien,False,False,False,False,False,False,False,False
week,True,False,False,False,False,False,False,False
they'll,False,False,False,False,False,False,False,False
pushovers,True,False,False,False,False,False,False,False
easy,True,False,False,True,True,False,False,False
outpacifism,False,False,False,False,False,False,False,False
notlook,False,False,False,False,False,False,False,False
current,True,False,False,True,False,False,False,False
situation,True,False,False,False,False,False,False,False
camelfucker,False,False,False,False,False,False,False,False
iraq,False,False,False,False,False,False,False,False
hide,True,False,True,False,False,False,False,False
perfectly,False,False,False,False,True,False,False,False
calm,True,False,True,True,True,False,False,False
wavin',False,False,False,False,False,False,False,False
smugly,True,False,False,True,True,False,False,False
calmer,True,False,True,True,True,False,False,False
irritates,False,False,True,False,False,False,False,False
further,True,False,True,True,True,False,False,False
smug,True,False,False,True,True,False,False,False
brilliant,True,False,False,True,True,False,False,False
persian,True,False,False,True,False,False,False,False
lies,True,False,True,False,False,False,False,False
beneath,False,False,False,False,True,True,False,False
beatup,False,False,False,True,False,False,False,False
answering,True,False,True,True,False,False,False,False
mixing,True,False,True,True,False,False,False,False
kalhua,False,False,False,False,False,False,False,False
rum,True,False,False,True,False,False,False,False
wanna,False,False,False,False,False,False,False,False
hardon,True,False,False,False,False,False,False,False
gene,True,False,False,False,False,False,False,False
submitting,False,False,True,False,False,False,False,False
asking,True,False,True,False,False,False,False,False
set,True,False,True,True,False,False,False,False
aside,True,False,False,False,True,True,False,False
round,True,False,True,True,True,True,False,False
forfeit,True,False,True,True,False,False,False,False
warning,True,False,False,True,True,False,False,False
beep,True,False,True,False,False,False,False,False
wellat,False,False,False,False,False,False,False,False
office,True,False,False,False,False,False,False,False
soon,False,False,False,False,True,False,False,False
convenient,False,False,False,True,True,False,False,False
fred,False,False,False,False,False,False,False,False
dynarski,False,False,False,False,False,False,False,False
southern,True,False,False,True,False,False,False,False
cal,False,False,False,False,False,False,False,False
informal,True,False,False,True,True,False,False,False
report,True,False,True,False,False,False,False,False
member,True,False,False,False,False,False,False,False
drew,False,False,False,False,False,False,False,False
loaded,False,False,False,True,False,False,False,False
weapon,True,False,True,False,False,False,False,False
during,False,False,False,False,False,True,False,False
doorbell,True,False,False,False,False,False,False,False
swings,True,False,True,True,False,False,False,False
short,True,False,True,True,True,False,False,False
muscular,True,False,False,True,True,False,False,False
balding,False,False,False,True,False,False,False,False
middleaged,True,False,False,True,False,False,False,False
tshirt,True,False,False,True,False,False,False,False
cutoff,True,False,True,True,False,False,False,False
jeans,False,False,False,False,False,False,False,False
hiya,False,False,False,False,False,False,False,True
allan,True,False,False,False,False,False,False,False
finally,False,False,False,False,True,False,False,False
venue,True,False,False,False,False,False,False,False
wanted,True,False,True,False,False,False,False,False
performing,False,False,False,True,False,False,False,False
dance,True,False,True,True,False,False,False,False
quintetyou,False,False,False,False,False,False,False,False
cycleat,False,False,False,False,False,False,False,False
crane,True,False,True,False,False,False,False,False
jackson's,False,False,False,False,False,False,False,False
fountain,True,False,True,False,False,False,False,False
street,True,False,False,True,False,False,False,False
theatre,True,False,False,True,False,False,False,False
tuesday,True,False,False,False,True,False,False,False
love,True,False,True,False,False,False,False,False
came,True,False,False,False,False,False,False,False
notes,True,False,True,False,False,False,False,False
swig,True,False,True,False,False,False,False,False
tomorrow,True,False,False,False,True,False,False,False
already,False,False,False,False,True,False,False,False
tenth,True,False,False,True,False,False,False,False
slip,False,False,False,False,False,False,False,False
serious,True,False,False,True,False,False,False,False
infraction,True,False,False,False,False,False,False,False
examine,True,False,True,True,False,False,False,False
standing,True,False,False,True,False,False,False,False
thank,True,False,True,False,False,False,False,False
send,True,False,True,False,False,False,False,False
limo,True,False,False,False,False,False,False,False
assure,False,False,True,False,False,False,False,False
youi,False,False,False,False,False,False,False,False
avoiding,True,False,True,True,True,False,False,False
because,False,False,False,False,False,False,True,False
help,True,False,True,False,False,False,False,False
uhwell,False,False,False,False,False,False,False,False
pushing,False,False,False,True,False,False,False,False
highceilinged,False,False,False,False,False,False,False,False
distantly,True,False,False,True,True,False,False,False
dolorous,True,False,False,True,True,False,False,False
soprano,True,False,False,True,False,False,False,False
talks,True,False,True,False,False,False,False,False
terrible,True,False,False,True,True,False,False,False
news,True,False,False,True,False,False,False,False
seclusion,True,False,False,True,True,False,False,False
wing,True,False,True,True,False,False,False,False
throws,True,False,True,False,False,False,False,False
pair,True,False,True,False,False,False,False,False
heavy,True,False,False,True,True,False,False,False
double,True,False,True,True,True,False,False,False
doors,True,False,False,True,False,False,False,False
washes,True,False,True,True,False,False,False,False
great,True,False,False,True,True,False,False,False
blanket,True,False,True,True,False,False,False,False
thrown,True,False,True,False,False,False,False,False
knees,True,False,True,True,False,False,False,False
stares,True,False,True,False,False,False,False,False
hauntedly,False,False,False,False,False,False,False,False
fire,True,False,True,True,False,False,False,False
lohengrin,True,False,False,False,False,False,False,False
announces,False,False,True,False,False,False,False,False
ambiguously,False,False,False,False,False,False,False,False
waves,True,False,True,True,True,False,False,False
funny,True,False,False,True,True,False,False,False
achievement,True,False,False,False,False,False,False,False
challenges,True,False,True,True,False,False,False,False
competitors,True,False,False,False,False,False,False,False
bested,True,False,True,True,True,False,False,False
obstacles,True,False,False,False,False,False,False,False
overcome,False,False,True,False,False,False,False,False
i've,False,False,False,False,False,False,False,False
accomplished,False,False,False,True,False,False,False,False
makes,True,False,True,False,False,False,False,False
prepared,False,False,False,True,True,False,False,False
whatever,False,True,False,True,True,False,False,False
price,True,False,True,False,False,False,False,False
isn't,False,False,False,False,False,False,False,False
testicles,True,False,False,True,False,False,False,False
haunted,True,False,True,False,True,False,False,False
stare,True,False,True,False,False,False,False,False
joking,True,False,True,False,True,False,False,False
thumps,True,False,True,False,False,False,False,False
pocket,True,False,True,True,False,False,False,False
jay,True,False,False,False,False,False,False,False
firelight,True,False,False,True,False,False,False,False
teartracks,False,False,False,False,False,False,False,False
cheeks,True,False,True,False,False,False,False,False
'scuse,False,False,False,False,False,False,False,False
surprised,False,False,False,True,False,False,False,False
tears,True,False,True,True,False,False,False,False
strong,False,False,False,True,True,False,False,False
cry,True,False,True,False,False,False,False,False
received,False,False,False,True,False,False,False,False
fax,True,False,True,False,False,False,False,False
morning,True,False,False,False,False,False,False,False
hastily,False,False,False,False,True,False,False,False
flimsy,True,False,False,True,True,False,False,False
sheet,True,False,False,True,False,False,False,False
clipboard,True,False,False,False,False,False,False,False
ransom,True,False,True,False,False,False,False,False
note,True,False,True,False,False,False,False,False
sent,True,False,False,False,False,False,False,False
cowards,True,False,False,True,False,False,False,False
unable,False,False,False,True,False,False,False,False
achieve,False,False,True,True,False,False,False,False
level,True,False,True,True,True,False,False,False
field,True,False,True,True,False,False,False,False
sign,True,False,True,False,False,False,False,False
names,True,False,True,True,False,False,False,False
weaklings,True,False,False,True,False,False,False,False
gather,True,False,True,False,False,False,False,False
million,True,False,False,True,False,False,False,False
unmarked,False,False,False,True,False,False,False,False
nonconsecutive,False,False,False,True,True,False,False,False
await,False,False,True,False,False,False,False,False
instructions,True,False,False,True,False,False,False,False
stuff,True,False,True,True,False,False,False,False
bummer,False,False,False,False,False,False,False,False
soulfully,True,False,False,True,True,False,False,False
fill,True,False,True,False,False,False,False,False
details,True,False,True,False,False,False,False,False
gaze,True,False,True,False,False,False,False,False
tugs,True,False,True,False,False,False,False,False
hall,True,False,False,False,False,False,False,False
soprano's,False,False,False,False,False,False,False,False
faint,True,False,True,True,True,False,False,False
brandt's,True,False,False,False,False,False,False,False
hushed,True,False,True,True,False,False,False,False
generous,True,False,False,True,True,False,False,False
offer,True,False,True,False,False,False,False,False
act,True,False,True,True,False,False,False,False
courier,True,False,False,False,False,False,False,False
suspects,True,False,True,True,False,False,False,False
culprits,True,False,False,False,False,False,False,False
might,True,False,False,False,False,False,False,False
people,True,False,True,True,False,False,False,False
soiled,True,False,True,True,False,False,False,False
unique,True,False,False,True,True,False,False,False
position,True,False,True,True,False,False,False,False
confirm,True,False,True,True,False,False,False,False
disconfirm,True,False,True,False,False,False,False,False
suspicion,True,False,True,True,False,False,False,False
thinks,True,False,True,True,False,False,False,False
carpetpissers,False,False,False,False,False,False,False,False
crashscattered,False,False,False,False,False,False,False,False
slow,True,False,True,True,True,False,False,False
motion,True,False,True,True,True,False,False,False
length,True,False,False,False,False,False,False,False
alley,True,False,False,False,False,False,False,False
tall,True,False,False,True,True,False,False,False
hispanic,True,False,False,True,False,False,False,False
displaying,True,False,True,True,False,False,False,False
perfect,True,False,True,True,True,False,False,False
allinone,True,False,False,False,False,False,False,False
dacronpolyester,False,False,False,False,False,False,False,False
stretch,True,False,True,True,False,False,False,False
outfit,True,False,True,False,False,False,False,False
racing,True,False,False,False,False,False,False,False
stripe,True,False,True,True,False,False,False,False
fast,True,False,True,True,True,False,False,False
sitting,True,False,False,True,False,False,False,False
molded,True,False,True,True,False,False,False,False
chairs,True,False,True,False,False,False,False,False
staring,True,False,True,False,False,False,False,False
quintanathat,False,False,False,False,False,False,False,False
creep,True,False,True,False,False,False,False,False
slowmotion,True,False,False,True,False,False,False,False
conversation,True,False,False,True,True,False,False,False
pervert,True,False,True,False,False,False,False,False
sex,True,False,True,False,False,False,False,False
offender,True,False,True,False,False,False,False,False
record,True,False,True,True,False,False,False,False
six,True,False,False,True,False,False,False,False
months,True,False,False,False,False,False,False,False
chino,True,False,False,False,False,False,False,False
eightyearold,False,False,False,False,False,False,False,False
flashback,True,False,True,False,False,False,False,False
pressed,True,False,True,False,False,False,False,False
stretchy,True,False,True,True,False,False,False,False
sweater,True,False,False,False,False,False,False,False
stoop,True,False,True,False,False,False,False,False
residential,False,False,False,True,True,False,False,False
zinging,True,False,True,False,False,False,False,False
bell,True,False,False,False,False,False,False,False
moved,True,False,True,False,False,False,False,False
doortodoor,False,False,False,True,True,False,False,False
everyone,False,True,False,False,False,False,False,False
pederast,True,False,False,True,False,False,False,False
beerswilling,False,False,False,False,False,False,False,False
dully,True,False,True,True,True,False,False,False
hesitantly,False,False,False,True,True,False,False,False
shut,True,False,True,True,False,False,False,False
wheeling,True,False,False,False,False,False,False,False
thrusting,True,False,True,False,False,False,False,False
gloved,True,False,True,True,False,False,False,False
fist,True,False,True,False,False,False,False,False
stitched,True,False,True,False,False,False,False,False
breast,True,False,True,True,False,False,False,False
jesus,True,False,False,False,False,False,False,False
joined,True,False,True,True,False,False,False,False
grand,True,False,False,True,True,False,False,False
keep,True,False,True,False,False,False,False,False
handoff,False,False,True,False,False,False,False,False
slips,True,False,True,False,False,False,False,False
box,True,False,True,True,False,False,False,False
beeper,True,False,False,False,False,False,False,False
whenever,False,False,False,False,True,False,True,False
watching,True,False,True,False,False,False,False,False
stop,True,False,True,True,False,False,False,False
start,True,False,True,False,False,False,False,False
convenience,True,False,False,True,False,False,False,False
miserable,True,False,False,True,True,False,False,False
harmless,True,False,False,True,True,False,False,False
probably,False,False,False,False,True,False,False,False
kidnapped,True,False,True,False,False,False,False,False
rugpeers,False,False,False,False,False,False,False,False
trophy,True,False,False,False,False,False,False,False
marries,False,False,True,False,False,False,False,True
figures,True,False,True,False,False,False,False,False
giving,True,False,True,False,False,False,False,False
town,True,False,False,True,False,False,False,False
thatfuckingbitch,False,False,False,False,False,False,False,False
goddamn,True,False,True,False,False,False,False,False
fake,True,False,True,True,False,False,False,False
lenin,False,False,False,False,False,False,False,False
person,True,False,False,False,False,False,False,False
benefit,True,False,True,False,False,False,False,False
you'll,False,False,False,False,False,False,False,False
walrus,True,False,False,False,False,False,False,False
bitch,True,False,True,False,False,False,False,False
vi,False,False,False,False,False,False,False,False
vladimir,False,False,False,False,False,False,False,False
ilyich,False,False,False,False,False,False,False,False
ulyanov,False,False,False,False,False,False,False,False
sick,True,False,False,True,False,False,False,False
pissed,False,False,False,True,False,False,False,False
rich,True,False,False,True,True,False,False,False
fucks,True,False,True,False,False,False,False,False
buddies,True,False,True,True,False,False,False,False
muck,True,False,True,False,False,False,False,False
strumpet,True,False,False,False,False,False,False,False
connection,True,False,False,True,False,False,False,False
vietnam,False,False,False,False,False,False,False,False
literal,True,False,False,True,True,False,False,False
ready,True,False,True,True,False,False,False,False
fucked,True,False,True,False,False,False,False,False
lip,True,False,True,True,False,False,False,False
polyester,True,False,False,True,False,False,False,False
windbreaker,True,False,False,False,False,False,False,False
fancy,True,False,True,True,True,False,False,False
blackandred,False,False,False,False,False,False,False,False
sylvia,True,False,False,False,False,False,False,False
wein,False,False,False,False,False,False,False,False
stands,True,False,True,False,False,False,False,False
irishman,True,False,False,False,False,False,False,False
tufted,True,False,True,True,False,False,False,False
rolled,True,False,True,False,False,False,False,False
semis,False,False,False,False,False,False,False,False
deos,False,False,False,False,False,False,False,False
mio,False,False,False,False,False,False,False,False
seamus,False,False,False,False,False,False,False,False
opinion,True,False,False,True,False,False,False,False
bendeco,False,False,False,False,False,False,False,False
flash,True,False,True,True,True,False,False,False
stick,True,False,True,True,False,False,False,False
ass,True,False,False,False,True,False,False,False
trigger,True,False,True,False,False,False,False,False
til,True,False,False,False,False,False,False,False
click,True,False,True,True,False,False,False,False
nods,True,False,True,False,False,False,False,False
sadly,False,False,False,False,True,False,False,False
eightyearolds,False,False,False,False,False,False,False,False
prone,True,False,False,True,True,False,False,False
closed,False,False,False,True,False,False,False,False
walkman,False,False,False,False,False,False,False,False
headset,True,False,False,False,False,False,False,False
leaking,True,False,True,True,False,False,False,False
tinnily,True,False,False,True,True,False,False,False
headphones,True,False,False,False,False,False,False,False
intermittent,True,False,False,True,True,False,False,False
clatter,True,False,True,True,True,False,False,False
cassette,True,False,False,False,False,False,False,False
labeled,True,False,True,True,False,False,False,False
beach,True,False,True,False,False,False,False,False
playoffs,True,False,True,False,False,False,False,False
absently,False,False,True,True,True,True,False,False
licks,True,False,True,False,False,False,False,False
lips,True,False,True,True,False,False,False,False
faintly,True,False,True,True,True,False,False,False
rumbling,True,False,False,False,False,False,False,False
impact,True,False,True,False,False,False,False,False
screams,True,False,True,False,False,False,False,False
looms,True,False,True,False,False,False,False,False
paintspattered,False,False,False,False,False,False,False,False
denims,True,False,False,True,False,False,False,False
sap,True,False,True,True,False,False,False,False
chin,True,False,True,True,False,False,False,False
sends,True,False,True,False,False,False,False,False
thunking,True,False,True,False,False,False,False,False
stars,True,False,True,True,False,False,False,False
explode,True,False,True,False,False,False,False,False
lalalala,False,False,False,False,False,False,False,False
dissolves,True,False,True,True,False,False,False,False
pattern,True,False,True,True,False,False,False,False
rolls,True,False,True,False,False,False,False,False
aerial,True,False,False,True,True,False,False,False
moving,False,False,False,True,True,False,False,False
below,True,False,False,True,True,True,False,False
speed,True,False,True,False,False,False,False,False
wind,True,False,True,True,True,False,False,False
whipping,True,False,False,False,False,False,False,False
billowing,True,False,True,True,False,False,False,False
ahead,False,False,False,False,True,False,False,False
mysterious,True,False,False,True,True,False,False,False
wings,True,False,True,True,False,False,False,False
riding,False,False,False,True,False,False,False,False
sheik,True,False,False,False,False,False,False,False
magic,True,False,True,True,False,False,False,False
outpacing,False,False,True,False,False,False,False,False
growing,False,False,False,True,False,False,False,False
smaller,True,False,False,True,True,False,False,False
couple,True,False,True,True,False,False,False,False
crawl,True,False,True,False,False,False,False,False
strokes,True,False,True,False,False,False,False,False
notices,True,False,True,True,False,False,False,False
materialized,True,False,True,False,False,False,False,False
bemusement,True,False,True,False,False,False,False,False
concern,True,False,True,False,False,False,False,False
aerodynamic,True,False,False,True,True,False,False,False
implications,True,False,False,True,True,False,False,False
seems,False,False,True,False,False,False,False,False
suddenly,True,False,False,True,True,False,False,False
assume,True,False,True,True,True,False,False,False
weight,True,False,True,False,False,False,False,False
abruptly,False,False,False,False,True,False,False,False
snapping,True,False,True,True,True,False,False,False
falling,True,False,True,True,False,False,False,False
angle,True,False,True,True,False,False,False,False
hurtling,True,False,True,False,False,False,False,False
dragged,True,False,True,True,True,False,False,False
reverse,True,False,True,True,True,False,False,False
inky,True,False,True,True,False,False,False,False
sky,True,False,True,False,False,False,False,False
wide,True,False,False,True,True,False,False,False
horror,True,False,False,True,False,False,False,False
zooms,True,False,True,False,False,False,False,False
camera,True,False,False,False,False,False,False,False
rumble,True,False,True,False,False,False,False,False
thunder,True,False,True,False,False,False,False,False
dull,True,False,True,True,True,False,False,False
reflections,True,False,False,True,False,False,False,False
materialize,True,False,True,False,False,False,False,False
darkness,True,False,True,True,True,False,False,False
glints,True,False,True,False,False,False,False,False
shiny,True,False,False,True,False,False,False,False
surface,True,False,True,True,False,False,False,False
oncoming,False,False,False,True,False,False,False,False
blackness,True,False,True,True,True,False,False,False
gleaming,True,False,True,True,False,False,False,False
regurgitated,False,False,True,False,False,False,False,False
overtaking,False,False,True,False,False,False,False,False
mass,True,False,True,True,False,False,False,False
rolling,False,False,False,True,False,False,False,False
shadow,True,False,True,True,False,False,False,False
holes,True,False,True,False,False,False,False,False
largestthumbhole,False,False,False,False,False,False,False,False
directly,False,False,False,False,True,False,True,False
engulfing,True,False,True,False,False,False,False,False
spinningspinning,False,False,False,False,False,False,False,False
laneour,False,False,False,False,False,False,False,False
someone,False,True,False,False,False,False,False,False
trapped,True,False,True,False,False,False,False,False
thumbhole,True,False,False,False,False,False,False,False
receding,False,False,True,False,False,False,False,False
followthrough,True,False,True,False,False,False,False,False
spins,True,False,True,True,False,False,False,False
ceiling,True,False,False,True,False,False,False,False
hit,True,False,True,True,False,False,False,False
spin,True,False,True,True,False,False,False,False
drop,True,False,True,True,False,False,False,False
irritating,False,False,False,True,True,False,False,False
insistent,False,False,False,True,True,False,False,False
beeping,True,False,True,False,False,False,False,False
fade,True,False,True,True,False,False,False,False
upside,True,False,False,False,False,True,False,False
fades,True,False,True,True,False,False,False,False
noises,True,False,True,True,True,False,False,False
continue,True,False,True,False,False,False,False,False
filtered,False,False,False,True,False,False,False,False
askew,True,False,False,False,False,False,False,False
ear,True,False,True,True,False,False,False,False
spiral,True,False,True,True,True,False,False,False
slowly,False,False,False,False,True,False,False,False
upward,True,False,False,True,True,False,False,False
resting,False,False,False,True,False,False,False,False
hardwood,True,False,False,True,False,False,False,False
raises,True,False,True,False,False,False,False,False
elbows,True,False,True,False,False,False,False,False
massages,True,False,True,False,False,False,False,False
lump,True,False,True,True,False,False,False,False
jaw,True,False,True,True,False,False,False,False
belt,True,False,True,True,False,False,False,False
blinking,True,False,True,False,False,False,False,False
sync,True,False,True,True,False,False,False,False
beeps,True,False,True,False,False,False,False,False
otherwise,False,True,False,True,True,False,False,False
sounds,True,False,True,True,True,False,False,False
jangle,True,False,True,False,False,False,False,False
push,True,False,True,False,False,False,False,False
familiar,True,False,False,True,True,False,False,False
marble,True,False,True,True,False,False,False,False
aria,True,False,False,False,False,False,False,False
wrist,True,False,False,False,False,False,False,False
eighty,True,False,False,True,False,False,False,False
drive,True,False,True,False,False,False,False,False
north,True,False,False,True,True,False,False,False
portable,True,False,False,True,True,False,False,False
forty,True,False,False,True,False,False,False,False
clear,True,False,True,True,True,False,False,False
nothin',False,False,False,False,False,False,False,False
reached,True,False,True,True,False,False,False,False
outside,True,False,False,True,True,True,False,False
bottom,True,False,True,True,False,False,False,False
drawer,True,False,False,False,False,False,False,False
attache,True,False,False,False,False,False,False,False
cellular,True,False,False,True,False,False,False,False
batterypack,False,False,False,False,False,False,False,False
here's,False,False,False,False,False,False,False,False
repeat,True,False,True,True,False,False,False,False
driving,False,False,False,True,False,False,False,False
windshield,True,False,False,False,False,False,False,False
headlights,True,False,False,False,False,False,False,False
waiting,True,False,True,False,False,False,False,False
storefront,True,False,False,True,False,False,False,False
security,True,False,False,False,False,False,False,False
battered,False,False,False,True,False,False,False,False
briefcase,True,False,False,False,False,False,False,False
commuter,True,False,False,False,False,False,False,False
irregular,True,False,False,True,True,False,False,False
shape,True,False,True,True,False,False,False,False
bundled,True,False,True,False,False,False,False,False
wrapping,True,False,False,False,False,False,False,False
stops,True,False,True,True,False,False,False,False
ringer,False,False,False,False,False,False,False,False
slides,True,False,True,False,False,False,False,False
yet,False,False,False,False,True,False,True,False
paws,True,False,True,False,False,False,False,False
bemusedly,True,False,True,False,False,False,False,False
dirty,True,False,True,True,True,False,False,False
laundry,True,False,False,False,False,False,False,False
whites,True,False,True,True,False,False,False,False
agh,False,False,False,False,False,False,False,False
closes,True,False,True,True,True,False,False,False
thaaaat's,False,False,False,False,False,False,False,False
walterwhat,False,False,False,False,False,False,False,False
thinking,True,False,False,True,True,False,False,False
settle,True,False,True,True,False,False,False,False
measly,False,False,False,True,False,False,False,False
entire,True,False,False,True,True,False,False,False
yourself,False,True,False,False,False,False,False,False
dudeshe,False,False,False,False,False,False,False,False
chirps,True,False,True,False,False,False,False,False
german,True,False,False,True,False,False,False,False
accent,True,False,True,True,False,False,False,False
bagman,True,False,False,False,False,False,False,False
driver,True,False,False,True,False,False,False,False
handling,True,False,False,False,False,False,False,False
listen,True,False,True,False,False,False,False,False
bellows,True,False,False,False,False,False,False,False
dial,True,False,True,False,False,False,False,False
tone,True,False,True,False,False,False,False,False
hung,False,False,False,True,False,False,False,False
screwed,True,False,True,True,False,False,False,False
kill,True,False,True,True,False,False,False,False
nothing,True,True,False,True,True,False,False,False
undude,False,False,False,False,False,False,False,False
amateurs,True,False,False,True,True,False,False,False
shutup,False,False,True,False,False,False,False,False
peep,True,False,True,False,False,False,False,False
doing,True,False,False,False,False,False,False,False
patronizing,True,False,False,True,True,False,False,False
unclips,False,False,True,False,False,False,False,False
battery,True,False,False,False,False,False,False,False
pack,True,False,True,True,False,False,False,False
glares,True,False,True,False,False,False,False,False
vee,True,False,False,False,False,False,False,False
